id,catalog_file_id,produit,description,prix,unite,image_filename
4021,139,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
4022,139,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
4023,139,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
4024,139,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
4025,139,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
4026,139,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
4027,139,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
4028,139,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
4029,139,Bun's Brioché,"Pain à Hamburger brioché aux œufs, beurre ingrédients : Farine T65, oeufs, beurre, lait, eau,  œuf, pâte fermentée, levure, sel",1.06,1,
4030,139,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
4031,139,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
4032,139,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
4033,139,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
4034,139,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4035,139,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4036,139,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4037,139,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
4038,140,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4039,140,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4040,140,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
4041,140,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4042,140,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
4043,140,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
4044,140,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
4045,140,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4046,140,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
4047,140,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
4048,140,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
4049,140,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
4050,140,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
4051,140,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
4052,140,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
4053,140,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
4054,140,Shokupan 500 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
10cm x 10cm x 19 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",4.85,1,
4055,140,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
4056,140,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
4057,140,Shokupan 1400 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
11cm x 11cm x 36 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",11.92,1,
4058,140,Crackers,"Crackers au levain de seigle et graines oléagineuses, huile d'olive, origan ingrédients : Farine de Blé T80
Farine de Seigle T170
eau, sel, Lin Brun, Lin doré, Pavot, Sésame , Tournesol, Huile d'Olive, Origan",15.09,1,
4059,140,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
4060,140,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
4061,140,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
4062,140,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
4063,140,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4064,140,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4065,140,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4066,140,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
4067,140,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4074,142,Steak haché surgelé (12),"12 SH à 19,80 LE KG",29.7,1,
4075,142,colis boeuf,"colis 6,500 à 7KG environ prix 19,80 € / KG  
- partie fixe (entrecôte, faux filet, rôti, rumsteak )
- partie au choix 3 KG  à préciser  ( bourguignon ou/et jarret ou/et merguez ou/et steaks hachés surgelés)",130,1,
4076,142,Colis de veau,"colis environ 5,500 KG prix 20,30 € / kg
rôti, côtes filets, côtes découvertes, escalopes, poitrine, sauté, saucisse pur veau",110,1,
4077,142,axoa de veau au piment d'Espelette,bocal de 750 g,15,1,
4078,142,daube de boeuf,bocal de 750 g,15,1,
4079,142,blanquette de veau,bocal de 750 g,15,1,
4080,143,paquet de 2 cuisses de poulet,"8,70 €/kg   400g",3.48,1,
4081,143,poulet entier (moyen),"7,50 €/KG    pour 1kg700",12.75,1,
4082,143,Coquelet ,"8,10 €/kg    pour 850 g",6.88,1,
4083,143,pintade,9 €/kg   pour 1kg500,13.5,1,
4084,143,Ailes de poulets,Paquet de 6 ailes,4.8,1,
4123,147,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4124,147,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4125,147,Pain de Khorasan en boule de 800 g,"Farine de Blé dur ancien de variété Khorasan.  ingrédients : Farine de Khorasan 
Levain de Khorasan
eau, sel",6.27,1,
4126,147,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
4127,147,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
4128,147,1/2 Focaccia en plaque de 1600 g,"Pâte levée italienne, largement bassinée à l'huile d'Olive, vendue en 1/2 plaque de 1600 g de 30cm x 40 cm ingrédients : Farine de Blé T65
levain dur de blé T55
eau, sel, huile d'olive, origan",9.28,1,
4129,147,1/2 Focaccia Olives & Tomates,"Base de pâte à Focaccia + Olives de kalamata, Tomates séchées, huile d'olive et origan ingrédients : Farine de Blé T65
Eau, sel, levain dur de blé T55, 
Olives de kalamata, Tomates",18.4,1,
4130,147,Focaccia en plaque de 3200 g,"Pâte levée italienne, largement bassinée à l'huile d'Olive, vendue en plaque de 3200 g de 60cm x 40 cm ingrédients : Farine de Blé T65
levain dur de blé T55
eau, sel, huile d'olive, origan",18.57,1,
4131,147,Focaccia Olives & Tomates,"Base de pâte à Focaccia + Olives de kalamata, Tomates séchées, huile d'olive et origan ingrédients : Farine de Blé T65
Eau, sel, levain dur de blé T55, 
Olives de kalamata, Tomates",36.8,1,
4132,147,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
4133,147,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
4134,147,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
4135,147,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4136,147,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4137,147,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
4138,147,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4139,147,Pain de Méteil en Boule 1000 g,"Pain rustique mi blé mi seigle au levain de seigle ingrédients : Farine de Blé T80
Farine de Seigle T70
eau, sel, levain de seigle",4.91,1,
4140,147,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
4141,147,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
4142,147,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
4143,147,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
4144,147,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
4145,147,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
4146,147,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
4147,147,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
4148,147,Bun's Brioché,"Pain à Hamburger brioché aux œufs, beurre ingrédients : Farine T65, oeufs, beurre, lait, eau,  œuf, pâte fermentée, levure, sel",1.06,1,
4149,147,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
4150,147,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
4151,147,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
4152,147,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
4153,147,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4154,147,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4155,147,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4156,147,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
4157,148,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4158,148,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4159,148,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4160,148,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
4161,148,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
4162,148,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
4163,148,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4164,148,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
4165,148,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
4166,148,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
4167,148,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
4168,148,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
4169,148,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
4170,148,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
4171,148,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
4172,148,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
4173,148,Shokupan 500 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
10cm x 10cm x 19 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",4.85,1,
4174,148,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
4175,148,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
4176,148,Shokupan 1400 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
11cm x 11cm x 36 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",11.92,1,
4177,148,Crackers,"Crackers au levain de seigle et graines oléagineuses, huile d'olive, origan ingrédients : Farine de Blé T80
Farine de Seigle T170
eau, sel, Lin Brun, Lin doré, Pavot, Sésame , Tournesol, Huile d'Olive, Origan",15.09,1,
4178,148,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
4179,148,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
4180,148,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
4181,148,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
4182,148,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4183,148,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4184,148,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
4185,148,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
4186,148,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
4187,149,paquet de 2 cuisses de poulet,"8,70 €/kg   400g",3.48,1,
4188,149,poulet entier (moyen),"7,50 €/KG    pour 1kg700",12.75,1,
4189,149,Coquelet ,"8,10 €/kg    pour 850 g",6.88,1,
4190,149,pintade,9 €/kg   pour 1kg500,13.5,1,
4191,149,Ailes de poulets,Paquet de 6 ailes,4.8,1,
4192,150,colis de 2kg500,"1 gigot, épaule, carrés de côtes, collier",48,1,
4193,150,colis de 3 kg,"1 gigot, 1 épaule, 1 collier, des carrés de côtes par 3 ",58,1,
4195,152,foie gras entier 350g,conserve 350g ,42,1,
4196,152,foie gras entier  200 g ,conserve 200g,25.2,1,
4197,152,boite de 2 cuisses 600g ,conserve 600g,10.5,1,
4198,152,rillettes de canard 200 g ,conserve 200g,5,1,
4199,152,Confit de canard ,"1 conserve avec 1 magret, 1 cuisse 1 aile, graisse ",15,1,
4200,152,pâté de canard 270 g ,conserve 270g,10,1,
4201,152,Canard entier ,2 foie gras entier 200g 2 confit de canard 1100g 1 rillettes de 200g ,76.5,1,
4202,152,Le demi canard, 1 foie gras entier 200g 1 confit de canard 1100g 1 paté de 270g ,44,1,
